x,y,z,hx,hy,hz
-0.7000000000000002,0.3,-0.2,0.1,0.1,0.1
-0.7000000000000002,0.5,-0.2,0.1,0.1,0.1
-0.7000000000000002,0.7,-0.2,0.1,0.1,0.1
0.7,0.3,-0.2,0.1,0.1,0.1
0.7,0.5,-0.2,0.1,0.1,0.1
0.7,0.7,-0.2,0.1,0.1,0.1
0.8999999999999999,0.3,-0.2,0.1,0.1,0.1
0.8999999999999999,0.5,-0.2,0.1,0.1,0.1
0.8999999999999999,0.7,-0.2,0.1,0.1,0.1
1.0999999999999999,0.3,-0.2,0.1,0.1,0.1
1.0999999999999999,0.5,-0.2,0.1,0.1,0.1
1.0999999999999999,0.7,-0.2,0.1,0.1,0.1
-0.2,-0.2,0.6,0.1,0.1,0.1
-0.2,0.0,0.6,0.1,0.1,0.1
-0.2,0.2,0.6,0.1,0.1,0.1
0.0,-0.2,0.6,0.1,0.1,0.1
0.0,0.0,0.6,0.1,0.1,0.1
0.0,0.2,0.6,0.1,0.1,0.1
0.2,-0.2,0.6,0.1,0.1,0.1
0.2,0.0,0.6,0.1,0.1,0.1
0.2,0.2,0.6,0.1,0.1,0.1
