-3.53051e-18,0
-1.55431e-19,-3.55271e-19
-2.55351e-19,-4.44089e-20
4.63518e-19,-2.26485e-18
1.64313e-18,-3.10862e-19
-6.66134e-20,-1.26565e-18
-1.06581e-18,3.93019e-18
1.08802e-18,4.59632e-18
1.54321e-18,-1.22125e-18
-4.70735e-18,3.81917e-18
0.000262896,0.000809109
-2.17604e-18,5.15699e-18
-3.53051e-18,-1.4766e-18
2.88658e-18,-2.81997e-18
-2.39253e-18,-3.9968e-19
1.15463e-18,-8.23785e-18
-8.08242e-18,4.88498e-18
1.19016e-17,1.45051e-17
-6.66134e-19,3.77476e-18
-1.08802e-18,1.19016e-17
0.000951491,0.00130962
6.23945e-18,2.22045e-18
-9.9698e-18,-2.92266e-18
-3.26406e-18,4.18554e-18
7.89369e-18,0
-5.0189e-18,1.31006e-18
8.10463e-18,4.75175e-18
-5.01821e-18,-4.28546e-18
-3.66374e-18,1.73195e-18
9.21485e-18,-1.62093e-18
0.00180356,0.00131036
-2.79887e-17,3.70814e-18
3.16636e-17,-1.68976e-17
-1.21458e-17,-3.44169e-18
-1.57874e-17,-8.21565e-19
1.9984e-18,-4.35207e-18
1.55022e-17,-3.15303e-18
1.40887e-17,-1.53211e-18
1.29452e-17,-3.32623e-17
1.31006e-17,-1.50796e-17
0.00249446,0.000810498
2.77556e-17,2.54907e-17
4.29101e-18,-3.5083e-18
-4.5941e-17,-5.93081e-17
-3.90354e-17,1.39333e-18
3.06422e-18,-1.93179e-18
7.17204e-18,2.10276e-17
-1.53738e-17,-4.14779e-17
-2.35256e-17,-1.61204e-17
-1.18794e-17,-1.97509e-17
0.00276065,-1.97342e-18
2.42029e-18,8.72635e-18
1.76525e-18,-5.35127e-18
5.2236e-18,-3.81917e-18
-4.82281e-17,-3.10862e-19
7.77156e-19,1.85352e-17
-7.08322e-18,3.36398e-18
-1.22125e-17,1.33227e-18
1.20376e-17,3.84137e-18
6.28053e-17,-1.87406e-17
0.00250018,-0.000812357
-7.79377e-18,3.23248e-18
-5.95746e-17,1.2812e-17
-3.63043e-18,-5.70655e-17
